GTIN,BARCODE,RMS_CODE,DESCRIPTION,CONCEPT_GROUP,BRAND,RETURN_POLICY,SUPPLIER_NAME,ALSHAYA_CODE,RETURNABLE
,,220053259,VOLVIC MINERAL WATER 330ML,SNACKING,VOLVIC,NO RETURN / NO REPLACEMENT,ARMADA,,
,,273184364,EVIAN SPARKLING 330ML,SNACKING,EVIAN,NO RETURN / NO REPLACEMENT,ARMADA,,
,,220114425,TT BLOW STYLING HAIR BRUSH HALF PADDLE,HAIR ACCESSORIES,TANGLE TEEZER,NO RETURN / NO REPLACEMENT,BEAUTIQUE COSMETICS,,
,,220174510,TGLE TZR WET DETANGLING HAIRBRUSH,HAIR ACCESSORIES,TANGLE TEEZER,NO RETURN / NO REPLACEMENT,BEAUTIQUE COSMETICS,,
,,220179561,TT DETANGLE HAIR BRUSH GOLD RUSH,HAIR ACCESSORIES,TANGLE TEEZER,NO RETURN / NO REPLACEMENT,BEAUTIQUE COSMETICS,,
,,220206291,TGLE EASY DRY  GO,HAIR ACCESSORIES,TANGLE TEEZER,NO RETURN / NO REPLACEMENT,BEAUTIQUE COSMETICS,,
,,220221484,TT DETANGLE BRUSH THICKAFRO SALSA RED,HAIR ACCESSORIES,TANGLE TEEZER,NO RETURN / NO REPLACEMENT,BEAUTIQUE COSMETICS,,
,,220224565,INVISIBOBBLE HAIR RING BROWN,BEAUTY ACCESSORIES,INVISIBOBBLE,NO RETURN / NO REPLACEMENT,BEAUTIQUE COSMETICS,,
,,220229933,INVISIBOBBLE HAIR RING POWER SET,BEAUTY ACCESSORIES,INVISIBOBBLE,NO RETURN / NO REPLACEMENT,BEAUTIQUE COSMETICS,,
,,220230906,TT BLOW STYLING ROUND TOOL LARGE HAIR BRUSH,HAIR ACCESSORIES,TANGLE TEEZER,NO RETURN / NO REPLACEMENT,BEAUTIQUE COSMETICS,,
,,220231719,TT COMPACT STYLER ON THE GO DETANGLING HAIR BRUSH,HAIR ACCESSORIES,TANGLE TEEZER,NO RETURN / NO REPLACEMENT,BEAUTIQUE COSMETICS,,
,,220236501,TT BACKCOMBING HAIR BRUSH,HAIR ACCESSORIES,TANGLE TEEZER,NO RETURN / NO REPLACEMENT,BEAUTIQUE COSMETICS,,
,,333955024,TT THE ORIGINAL HAIR BRUSHES,HAIR ACCESSORIES,TANGLE TEEZER,NO RETURN / NO REPLACEMENT,BEAUTIQUE COSMETICS,,
,,334029394,TT THE ULTIMATE STYLER HAIR BRUSHES,HAIR ACCESSORIES,TANGLE TEEZER,NO RETURN / NO REPLACEMENT,BEAUTIQUE COSMETICS,,
,,220225942,RAPID CLAW MASSAGE CREAM 100ML,GSL,RAPID CLAW,NO RETURN / NO REPLACEMENT,BEAUTY EXPERTS COSMETICS TRADING L.L.C,,
,,220221071,RAIOS SUN SCREEN SPRY FRESH ORANGE 70ML,SUN PREPARATION,RAIOS,NO RETURN / NO REPLACEMENT,BEAUTY EXPERTS COSMETICS TRADING L.L.C,,
,,220229368,RAIOS SUN SCREEN SPRY MUMMY SHABON 70ML,SUN PREPARATION,RAIOS,NO RETURN / NO REPLACEMENT,BEAUTY EXPERTS COSMETICS TRADING L.L.C,,
,,220230933,RAIOS SUN SCREEN SPRY NO FRAGRANCE 70ML,SUN PREPARATION,RAIOS,NO RETURN / NO REPLACEMENT,BEAUTY EXPERTS COSMETICS TRADING L.L.C,,
,,342234772,BUFARMA GENTLE MILKY BODY WASH 200ML,SKINCARE,BUFARMA,NO RETURN / NO REPLACEMENT,BEBOXA TRADING LLC,,
,,342200918,BUFARMA BARE SKIN BODY LOTION 200ML,SKINCARE,BUFARMA,NO RETURN / NO REPLACEMENT,BEBOXA TRADING LLC,,
,,344345318,VICHY DERCOS AMINEXIL CLINICAL REGEN BOOSTER HAIR SERUM 90ML,HAIRCARE,VICHY,NO RETURN / NO REPLACEMENT,L�OR�AL MIDDLE EAST,,
,,342185933,BUFARMA NURTURING FACE OIL 50ML,SKINCARE,BUFARMA,NO RETURN / NO REPLACEMENT,BEBOXA TRADING LLC,,
,,342185934,BUFARMA COMFORTING MILKY CLEANSER 100ML,SKINCARE,BUFARMA,NO RETURN / NO REPLACEMENT,BEBOXA TRADING LLC,,
,,342200917,BUFARMA SOFT CREAMY SCRUB 75ML,SKINCARE,BUFARMA,NO RETURN / NO REPLACEMENT,BEBOXA TRADING LLC,,
,,342259633,BUFARMA REPLENISHING MILK ESSENCE SERUM 50ML,SKINCARE,BUFARMA,NO RETURN / NO REPLACEMENT,BEBOXA TRADING LLC,,
,,342259631,BUFARMA BARE SKIN DAY CREAM,SKINCARE,BUFARMA,NO RETURN / NO REPLACEMENT,BEBOXA TRADING LLC,,
,,342259630,BUFARMA BARE SKIN NIGHT CREAM,SKINCARE,BUFARMA,NO RETURN / NO REPLACEMENT,BEBOXA TRADING LLC,,
,,220176349,LUNETTE MENSTRUAL CUP VIOLET 2,FEMININE HYGIENE,LUNETTE,6 MONTH BEFORE EXPIRY DATE,BEDROCK PRESTIGE DISTRIBUTORS JLT,,
,,220234329,VICHY LIFTACTIV SUPREME NC DAY CRM 50ML,SKINCARE,VICHY,NO RETURN / NO REPLACEMENT,L�OR�AL MIDDLE EAST,,
,,220222579,LUNETTE REUSABLE MENSTRUAL CUP MODEL 1,FEMININE HYGIENE,LUNETTE,6 MONTH BEFORE EXPIRY DATE,BEDROCK PRESTIGE DISTRIBUTORS JLT,,
,,220203390,MAGNITONE SILICONE CLEANSING BRUSH PINK,SKINCARE,MAGNITONE,6 MONTH BEFORE EXPIRY DATE,BEDROCK PRESTIGE DISTRIBUTORS JLT,,
,,220062872,SKINREPUBLIC CHARCOAL PEEL-OFF FACE MASK 25ML,SKINCARE,SKIN REPUBLIC,6 MONTH BEFORE EXPIRY DATE,BEDROCK PRESTIGE DISTRIBUTORS JLT,,
,,220218487,SKINREPUBLIC BRIGHTENING VITAMIN C 25ML,SKINCARE,SKIN REPUBLIC,6 MONTH BEFORE EXPIRY DATE,BEDROCK PRESTIGE DISTRIBUTORS JLT,,
,,220220620,SKINREPUBLIC COLLAGEN INFUSION 25ML,SKINCARE,SKIN REPUBLIC,6 MONTH BEFORE EXPIRY DATE,BEDROCK PRESTIGE DISTRIBUTORS JLT,,
,,220233157,SKINREPUBLIC HAND REPAIR 18GM,SKINCARE,SKIN REPUBLIC,6 MONTH BEFORE EXPIRY DATE,BEDROCK PRESTIGE DISTRIBUTORS JLT,,
,,220233691,SKINREPUBLIC SPOTS AND BLEMISH 25ML,SKINCARE,SKIN REPUBLIC,6 MONTH BEFORE EXPIRY DATE,BEDROCK PRESTIGE DISTRIBUTORS JLT,,
,,220232523,ISDIN FLAVOC ULTRAGLICAN ANTIOXIDANT 10U 2ML,SKINCARE,ISDIN,6 MONTH BEFORE EXPIRY DATE,ALPHAMED GENERAL TRADING,,
,,220236041,SKINREPUBLIC COLLAGEN UNDER EYE PATCH 18GM,SKINCARE,SKIN REPUBLIC,6 MONTH BEFORE EXPIRY DATE,BEDROCK PRESTIGE DISTRIBUTORS JLT,,
,,220051411,V SKIN REP NOSE STRIPCHARCOAL 6S 48G,SKINCARE,SKIN REPUBLIC,6 MONTH BEFORE EXPIRY DATE,BEDROCK PRESTIGE DISTRIBUTORS JLT,,
,,220056797,V SKIN REP BUBBLE PURIFYINGCHARCOAL FACE MASK SHET 20ML,SKINCARE,SKIN REPUBLIC,6 MONTH BEFORE EXPIRY DATE,BEDROCK PRESTIGE DISTRIBUTORS JLT,,
,,220185022,SKIN REP HYALURONIC ACID  COLLAGEN 25ML,SKINCARE,SKIN REPUBLIC,6 MONTH BEFORE EXPIRY DATE,BEDROCK PRESTIGE DISTRIBUTORS JLT,,
,,220191017,V SKIN REP RETINOL HYDROGL FACEMASK SHT 25ML,SKINCARE,SKIN REPUBLIC,6 MONTH BEFORE EXPIRY DATE,BEDROCK PRESTIGE DISTRIBUTORS JLT,,
,,220192666,V SKIN REP RETINOL UNDR EYE PATCH 96G,SKINCARE,SKIN REPUBLIC,6 MONTH BEFORE EXPIRY DATE,BEDROCK PRESTIGE DISTRIBUTORS JLT,,
,,220221458,SKIN REPUBLIC FOOT PEEL 40G,FOOTCARE,SKIN REPUBLIC,6 MONTH BEFORE EXPIRY DATE,BEDROCK PRESTIGE DISTRIBUTORS JLT,,
,,220226905,SKIN REPUBLIC FOOT REPAIR 18G,FOOTCARE,SKIN REPUBLIC,6 MONTH BEFORE EXPIRY DATE,BEDROCK PRESTIGE DISTRIBUTORS JLT,,
,,220239054,SKINREPUBLIC SALICYLIC ACID 2 SERUM 30ML,SKINCARE,SKIN REPUBLIC,6 MONTH BEFORE EXPIRY DATE,BEDROCK PRESTIGE DISTRIBUTORS JLT,,
,,220239422,SKINREPUBLIC VITAMIN C 6 SERUM 30ML,SKINCARE,SKIN REPUBLIC,6 MONTH BEFORE EXPIRY DATE,BEDROCK PRESTIGE DISTRIBUTORS JLT,,
,,220239309,SKINREPUBLIC PEDI PEEL MAX FOOT MASK 40ML,FOOTCARE,SKIN REPUBLIC,6 MONTH BEFORE EXPIRY DATE,BEDROCK PRESTIGE DISTRIBUTORS JLT,,
,,220153784,OPTIFARMPLUS LENS CLEANER TOWELETTES 24PCBOX,EYE/EAR CARE,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,335835463,NURSE HARVEY'S ORGANICS BUZZ OFF SPRAY 175ML,TRAVEL HEALTH,NA,NO RETURN / NO REPLACEMENT,BEESAN,,
,,220160833,MAX STERILE GAUZE SWAB 8PLY 55 100S,PHARMACY,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220161371,MAX PU TRANSP ADH WOUND DRESING WP 57 30S,PHARMACY,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220152271,MEDI GAUZE SWAB 8PLY 4X417THREADE,FIRST AID,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220155639,MEDI GAUZE SWAB 8PLY 3X317THREADE,FIRST AID,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220156176,MEDI GAUZE SWAB 8PLY 2X2 17THREADE,FIRST AID,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220159692,MAX PERSONAL FIRST AID BAG FM060,TRAVEL HEALTH,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220152229,MAX ELASTIC FORCE BNDG75CMX45M,FIRST AID,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220153262,MAX ZINC OXIDE TAPE 75CMX5Y,FIRST AID,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220154513,MAX ELASTIC FORCE BNDG10CMX45CM,FIRST AID,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220155115,MAX ZINC OXIDE TAPE 25CMX5Y,FIRST AID,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220155236,MAX ZINC OXIDE TAPE 125CMX5Y,FIRST AID,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220155589,MAX ELASTIC FORCE BNDG5CMX45M,FIRST AID,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220155935,MAX COTTON CREPE BNDG10CMX45M,FIRST AID,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220158359,MAX ELASTIC FORCE BNDG125CMX45M,FIRST AID,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220162716,MAX ZINC OXIDE TAPE 5CMX5Y,FIRST AID,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220153710,MAX ADH WOUND DRESING 1015 50S,PHARMACY,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220155429,MAX STERILE GAUZE SWAB 8PLY 7575 100S,PHARMACY,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220157530,MAX PU TRANSP ADH WOUND DRESING WP 1010 30S,PHARMACY,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220158770,MAX PU TRANSP ADH WOUND DRESING WP 68 30S,PHARMACY,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220159690,MAX PU TRANSP ADH WOUND DRESING WP 1015 30S,PHARMACY,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220152238,MAX ADH WOUND DRESING 610 50S,PHARMACY,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220153525,MEDI RUBBING ALCOHOL 200ML,FIRST AID,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220162132,MEDIMAX SURGICAL SPIRIT 200ML,FIRST AID,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220166101,ANDROPLUS INTIME LUBRICANT GEL 82 GRAM,FAMILY PLANNING,ANDROPLUS,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220152273,MAX SMART FIRST AID KIT FM011,FIRST AID,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,220158109,MEDI FIRST AID KIT FM30 FULL,FIRST AID,MAX,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,333914185,NURSE HARVEY'S MULTI-TIM SYRUP 200ML,CHILDRENS HEALTH,NURSE HARVEY'S,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,333914186,NURSE HARVEY'S IMUJET SYRUP 150ML,CHILDRENS HEALTH,NURSE HARVEY'S,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,333909189,NURSE HARVEY'S DAC DROPS 30ML,CHILDRENS HEALTH,NURSE HARVEY'S,RETURNABLE (BEFORE OR AFTER EXPIRY),BEESAN,,
,,130393530,ISISPHARMA GLAYCO-A FOAMAR CLEANSER 100ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,130403439,ISISPHARMA NEOTONE BODY LOTION 100ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,130403440,ISISPHARMA GLAYCO-A MEDIUM PEELING NIGHT CREAM 30ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,130403441,ISISPHARMA UVEBLOCK SPF50+ DRY TOUCH INVISIBLE ULTRA FLUID 40ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,130403442,ISISPHARMA TEEN DERM A.Z ANTI MARKS 30ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,220083981,ISISPHARMA NEOTONE RADIANCE CREAM SPF50+ 30ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,220136729,ISISPHARMA GENESKIN LIFT SERUM 28ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,220142338,ISISPHARMA NEOTONE SERUM 30ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,220190573,ISISPHARMA GENESKIN WHITE SERUM 28ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,220199290,ISISPHARMA NEOTONE EYES CREAM 15ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,220202417,ISISPHARMA TEEN DERM PURIFYING CLEANSING GEL 250ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,220202867,ISISPHARMA NEOTONE AQUA 250ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,220223881,ISISPHARMA URELIA 10 BODY CREAM 150ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,220232008,ISISPHARMA URELIA GEL 200ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,220233004,ISISPHARMA UVEBLOCK SPF50+ FLUID 40ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,220233445,ISISPHARMA TEEN DERM HYDRA CREAM 40ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,220236197,ISISPHARMA TEEN DERM GEL 150ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,332364279,ISISPHARMA UVEBLOCK SPF50+ SPRAY KIDS �200ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,332369252,ISISPHARMA GLYCO-A POST PEELING 40ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,332394240,ISISPHARMA SENSILIYA 24H LEGEER 40ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,332394247,ISISPHARMA SECALIYA ATO BALM 40ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,332394248,ISISPHARMA GENESKIN LIFT GEL BALM 50ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,332399226,ISISPHARMA XEROLAN SPRAY 150ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,332399228,ISISPHARMA SECALIYA BODY LOTION 200ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,332409198,ISISPHARMA GLYCO-A BODY 200ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,332409200,ISISPHARMA NEOTONE SENSTIVE BALM 30ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,331053966,ISISPHARMA ILCAPIL KR SHAMPOO 150ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,342249703,ISIS PHARMA RUBORIL CLEANSING BALM 100ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,342694889,ISISPHARMA SENSYLIA SERUM 30 ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,342704908,ISISPHARMA UVEBLOCK SUN SERUM SPF50 28 ML,SKINCARE,ISIS PHARMA,6 MONTH BEFORE EXPIRY DATE,BIO PURE PARA PHARMACEUTICAL PRODUCTS TRADING L.L.C,,
,,336195876,BLA BIO 10 FORTE INTENSIVE DEPIGMENTING AMOULES 15*2ML,SKINCARE,BELLA AURORA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,336195874,BLA BIO 10 FORTE ANTI DARK SPOTS SERUM SHOCK TREATMENT COMBINATION 30ML,SKINCARE,BELLA AURORA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,336185314,BLA BIO 10 FORTE ANTI DARK SPOTS SERUM SHOCK TREATMENT SENSITIVE SKIN 30ML,SKINCARE,BELLA AURORA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,336190890,BLA EYE CONTOUR CREAM 15 ML,SKINCARE,BELLA AURORA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,336195871,BLA REPIGMENT 12 REPIGMENTING CREAM 75ML,SKINCARE,BELLA AURORA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,336190906,BLA BIO 10 FORTE ANTI-DARK SPOTS FLUID SHOCK TREATMENT.NORMAL-DRY SKIN 30ML,SKINCARE,BELLA AURORA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,336190895,BLA BIO10 FORTE INTENSIVE DEPIGMENTING DROPPER 30ML,SKINCARE,BELLA AURORA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,336190901,BLA SPLENDOR ANTI-AGING VITAMIN C HYALURONIC ACID BOOSTER 30ML,SKINCARE,BELLA AURORA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,336195873,BLA ANTI-DARK SPOTS SUNSCREEN CREAM MEDIUM TONE 50ML,SKINCARE,BELLA AURORA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,336195878,BLA ANTI-DARK SPOTS SUNSCREEN.GEL TEXTURE COMINATION-OILY SKIN 50ML,SKINCARE,BELLA AURORA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,336195881,BLA ANTI-DARK SPOTS CLEANSING SCRUB GEL 75ML,SKINCARE,BELLA AURORA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,220174931,V FLOXIA PROTEXIO FLUID SPF 50 125ML,SKINCARE,FLOXIA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,220176626,V FLOXIA ANTI DANDRUFF SHAMPOO 200ML,HAIRCARE,FLOXIA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,220216606,FLOXIA UNIFYING MOISTURIZING MILK 500 ML,SKINCARE,FLOXIA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,220218035,FLOXIA PROTEXIO CLEAR EMULSION SPF50 50ML,SKINCARE,FLOXIA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,335190000,HAWAIIAN TROPIC SUNLESS SELF TANNING FOAM DARK 200ML,SUN PREPARATION,HAWAIIAN TROPIC,3 MONTHS BEFORE EXPIRY DATE,SARA GROUP HOLDINGS LLC,,
,,335229658,HAWAIIAN TROPIC SUNLESS SELF TANNING FOAM EXPRESS TAN 207ML,SUN PREPARATION,HAWAIIAN TROPIC,3 MONTHS BEFORE EXPIRY DATE,SARA GROUP HOLDINGS LLC,,
,,220220218,FLOXIA REVITALIZING HAIR SERUM 50ML,HAIRCARE,FLOXIA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,220221948,FLOXIA SPOT AND COMPLEXION CONTROL MICRO EMULSION 40ML,SKINCARE,FLOXIA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,220223946,FLOXIA REGULATOR BALANCING GEL 40ML,SKINCARE,FLOXIA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,220230286,FLOXIA REGULATOR PURIFYING GEL 200ML,SKINCARE,FLOXIA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,220231607,FLOXIA INTIMATE CLEANSING FLUID 200ML,SKINCARE,FLOXIA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,220234005,FLOXIA REGENIA REGENERATING CREAM 40ML,SKINCARE,FLOXIA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,220234392,FLOXIA SOAP FOR DRY AND SNSITIVE SKIN 150ML,SKINCARE,FLOXIA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,220235714,FLOXIA MOISTURIZING SOOTHING FLUID 125ML,SKINCARE,FLOXIA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,220071724,ANIVA ANANTRA EXTENDED 28TABS,PHARMACY,ANIVA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,220079222,ANIVA ANANTRA FEMALE 14TABS,PHARMACY,ANIVA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,220086604,ANIVA ANANTRA RAPID 2TABS,PHARMACY,ANIVA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,220223025,VISMED EYE GEL 045MLX20S,EYE/EAR CARE,VISMED,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,220231654,ESTHE WHITE BRIGHTENING YOUTH EYE CARE 15ML,SKINCARE,ESTHEDERM,NO RETURN / NO REPLACEMENT,UNICARE MEDICAL TRADING,,
,,220194506,CIGAFAST 500 30 TABLETS,VITAMINS/MINERALS/SUPPLEMENTS,FASTCAP,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,220175163,FLOXIA FOOD SUPPLEMENT FOR HAIR  NAIL 42S,VITAMINS/MINERALS/SUPPLEMENTS,FLOXIA,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,220234117,LA BELLE COLLAGEN DRINK CHERRY 15X25ML,VITAMINS/MINERALS/SUPPLEMENTS,LA BELLE,6 MONTH BEFORE EXPIRY DATE,CIGALAH,,
,,129807147,NEOSTRATA ULTRA SMOOTHING CREAM/GLYCOLIC RENEWAL SMOOTHING CREAM 40GM,SKINCARE,NEOSTRATA,3 MONTHS BEFORE EXPIRY DATE,UNICARE MEDICAL TRADING,,
,,129807163,NEOSTRATA BIONIC FACE SERUM 30ML,SKINCARE,NEOSTRATA,3 MONTHS BEFORE EXPIRY DATE,UNICARE MEDICAL TRADING,,
,,129807171,NEOSTRATA GLYCOLIC RENEWAL SERUM 30ML,SKINCARE,NEOSTRATA,3 MONTHS BEFORE EXPIRY DATE,UNICARE MEDICAL TRADING,,
,,129812135,NEOSTRATA REDNESS NEUTRALIZING SERUM 29GM,SKINCARE,NEOSTRATA,3 MONTHS BEFORE EXPIRY DATE,UNICARE MEDICAL TRADING,,
,,130412615,NEOSTRATA RESURF GLYCOLIC SMOOTH LOTION 200ML,WALL UNIT,NEOSTRATA,3 MONTHS BEFORE EXPIRY DATE,UNICARE MEDICAL TRADING,,
,,130427606,NEOSTRATA RESURF FOAMING GLYCOLIC WASH 125ML,WALL UNIT,NEOSTRATA,3 MONTHS BEFORE EXPIRY DATE,UNICARE MEDICAL TRADING,,
,,130427608,NEOSTRATA ENLIGH ULTR BRIGHTENING CLEANSER 100ML,WALL UNIT,NEOSTRATA,3 MONTHS BEFORE EXPIRY DATE,UNICARE MEDICAL TRADING,,
